user_name,rating,date,review,review_id,app_version,replied_at,reply_content,thumbs_up_count,user_image_url,bank,source
ayele Nimani,4,2025-04-19,Actually it is inactive,70095df2-033a-493a-bc9e-82ea1ebec8b7,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocJTNuASfNm9EYJrDY8FUYBj9RTWR1hrBHmiQywK4C2Ab4wong8=mo,CBE,Google Play
kadire Abedu,4,2025-04-19,good,a2396484-1256-438d-875a-8ca553669495,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocL1uXKupjv1rAdn9p2TIizl4F7XrtSIyfhw9d4Cl-Z6HzLdbw=mo,CBE,Google Play
Ibsa Ibro,2,2025-04-19,ok,55d13dbb-9813-4e25-bfa5-7531aa1e26b8,,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjVdtTQDnNt8jVoqAzKhVAhxfohmBMxGbGkXHOF6KcOaNWtqbhM,CBE,Google Play
Olbaanaa Asafaa,5,2025-04-19,best app,1025b0b9-a377-4c33-a136-0bc9d4fc7fc2,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjU4Q0rWYf85EllSiq2seDh77X1x-QENU7BVK2IVAQUzFle7w8s,CBE,Google Play
Nusba Sengero,1,2025-04-19,amazing,93e1954c-28bf-4c5f-b64d-06b3936c83b6,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocKhioCcZnoqPdovN_zhMO20kuYISkVzYQfaSrR-EHmRuwow2g=mo,CBE,Google Play
Jema,5,2025-04-19,good,ce0ded2e-c8f1-4faf-a2d9-05ca3b064992,,,,0,https://play-lh.googleusercontent.com/a/ACg8ocLdGMouq4LT9tBmU_AQ-19IoQVJ3QhXFbNiXFCBZZps9WQP9g=mo,CBE,Google Play
Beyene Kahsay,5,2025-04-19,I like,73e21ef4-ac50-4f38-9959-7406b2e6ed53,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocLb_8iLLG-BU9MsGQKXgGllRp2yHzD6-OX_Ot9h0BTaRlrTsg=mo,CBE,Google Play
muna yusuf,2,2025-04-19,"slow, only one account is used",38887ac1-2782-426a-af99-23739cb6d450,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjXOYz3HGoGP2Rj8VgItmEjU2qHnL-L1qzBxJ78UjfGwaF0-OGPY,CBE,Google Play
Osamaa Oumer,5,2025-04-19,ok,d1b4e9dd-996d-4746-80d7-866ec2e76f10,5.0.9,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjW3ahyYHsp8WpX1_pZkZ3Y71u1u5tqkJYPBkzGCsoChwjyz8aw,CBE,Google Play
Abrsh Baba,5,2025-04-18,always CBE is the leading Commercial Bank💪💪💪,a13ac39b-03e1-4466-8838-479e91847813,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWCak5Ihyk9P5yM8y08AIjD1jGWYV80A7pTn3iE7oFPpXYW59o,CBE,Google Play
hayder fentaw,5,2025-04-18,i like it,e923b362-5908-4d8b-abd6-8571f772aa49,5.0.2,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjW8uruh-rpw9kpUeZnUTY_itvpnq3254czdSjNzkk9rRqxQekc,CBE,Google Play
Jonathan Getachew,1,2025-04-18,why removing screenshot feature why?,ad5ea4f1-47f8-4ae1-928c-6fece7daaed1,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjUVtkiZTUiKIlQgjcpAIGV36l5Bfddtu2mhmPT8I5h4cw5HfW3r,CBE,Google Play
Ali Tadesse,5,2025-04-18,nice apps where network is good in connection,0d591a9b-0f94-4fbb-8e85-4aa0dfd5be4d,,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjVH9SaDBWU0WiejY-htLiQ0z2hSJoi58-L1VvwXiq1Fhuv7Ky0,CBE,Google Play
pawlos tadlo,5,2025-04-18,Thank you!!!,02ccc75a-f6f7-4f38-af6a-d562f8476623,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWMpctdW9ICUp-QJgLuPNSm7fIB1bm49Ar27eC2JYWN8UQfIWE,CBE,Google Play
hailu ayalew,1,2025-04-18,i can't take screenshot,66b05081-b1eb-4744-90a9-33106e7017ec,,,,0,https://play-lh.googleusercontent.com/a/ACg8ocKqT84MUGSSH1NFeIvHLLK4rlpsZdtNXVScvvMEloH8Kq_HmA=mo,CBE,Google Play
Saymen_beatz,3,2025-04-18,"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",9028e8f6-0f93-4631-8540-a1d39ecb40ee,5.1.0,,,4,https://play-lh.googleusercontent.com/a-/ALV-UjW8jhF8de7gNEDRpYf2YpJOrJS33kYPvruu8RH47pAN2CxVXA7uQw,CBE,Google Play
Abel Leul,5,2025-04-18,perfectly special,310967cd-3b65-4f6d-b15b-b644b9ddb861,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjV0NQFE1xmxPSJMgKN87JgrKI9pq1Z2n0eVMJUQ6MKFnMBKY5JI,CBE,Google Play
Tsegaye Tadesse,5,2025-04-18,Fast and Reliable,c0b3f973-9042-41c6-9528-ad3f6342976b,5.0.9,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjXs52Nr_rCGqmYg4w9zHSpPPjxx1WlyI1OFjL5NbEk_D39twisu,CBE,Google Play
Negede Moges,5,2025-04-17,good,37067156-6cec-4dc9-a101-f6be1b114371,,,,0,https://play-lh.googleusercontent.com/a/ACg8ocLZYkCZkjIlMsyXXeNDMoJnnKiRH6T573T41BLW0GR8qeUSSQ=mo,CBE,Google Play
Dawit Aweke,5,2025-04-17,The best application I have ever seen in Ethiopia banking industry.,d8fbd17a-2089-4c37-9a97-de8c61f92160,5.1.0,,,2,https://play-lh.googleusercontent.com/a-/ALV-UjWGPm-w1Qmh4LvHgS2hbSWM5Obl40aeb4TkJGL3TWLWgpFeZ0U,CBE,Google Play
Mikiyas Abay,5,2025-04-17,great app!!!,a6544fec-8879-4623-a77e-cb854d6afb47,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjU0ZLTn9xeDT1wefYvBwoCbH_QotsPgT4pnFeVlvap1joNFlPN-,CBE,Google Play
saba Saeed,3,2025-04-17,because sometimes it doesn't working it load too much,94976316-142f-4814-9ef5-5e37bb139daa,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocKyp2l1VTnoF73AclGsgja8eEkLeSa_iUGWPzG9z_sqNUa6BA=mo,CBE,Google Play
tesfaye abera,5,2025-04-17,"Absolutely the best app! It works flawlessly, anytime and anywhere.",56b44694-2246-482a-be60-6e656324f3ed,5.1.0,,,3,https://play-lh.googleusercontent.com/a-/ALV-UjVlZa6W-04j4j65CM5jwPGUIFXe-HM4bu0fxYXEaqzO4rKxvfM,CBE,Google Play
Shimeles Dejene,3,2025-04-16,ok,7f2dd530-e86e-4808-99a5-aa6bdecdbb91,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocJD75QCRWYll3kAhCAPPtold7-QPos_q-D_R0anZxtCjNDhXA=mo,CBE,Google Play
Megabi Adane,5,2025-04-16,very nice app ever!!!,2a76a4cd-b2c9-4c07-b339-dd5422a6bf27,,,,0,https://play-lh.googleusercontent.com/a/ACg8ocKxND3nZGczSpnoayrpGW0jMEOKJ-36zHGdCd6G4uc3lc2G3A=mo,CBE,Google Play
Kedir Mohammed,5,2025-04-16,the best app,2c1bcf08-e5fe-43b8-aabf-0a1afefeb5aa,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjXIld8xaSpX0zFH9I6-IJuVMpmnjdFAIyOOgEAzgd0gyFkgLNA,CBE,Google Play
ቅኔ ቲዩብ,5,2025-04-16,Biometric security for mobile banking is not available,e5b9e2a5-2477-4f9c-bb71-2f2e0d6771f1,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjUs9jl7DZw-j57d0EGLpg4OhXwCyGWKR81M9Y1lTLT4TVW5GxQ,CBE,Google Play
Fikrte,5,2025-04-15,great,08e02828-17ce-46c4-a87f-6e08c6510241,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocJzDwPpygtI0YdM1AsfTZkGpcRV_yQFLKkQvaLzKM8dxRHmCA=mo,CBE,Google Play
Masresha Agzie,5,2025-04-15,Nice service,844ecc7c-2f80-4c36-a2bc-e9fbc5405a4e,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWyDa_WYc8V_GbsHDKUpjfngRXSvizMSs4Jaf4wubA5NFfwZfLu,CBE,Google Play
Nigus Teshome,5,2025-04-15,great app,acdc6eb8-a5ce-4991-8499-bf980a8f720a,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocL04M6K4s7MnEcaITPttTqpmg9-yqYfarGiuWHDscKgpGyD8g=mo,CBE,Google Play
Dejish Tadiye,5,2025-04-15,it's special apps,fe37446d-b91c-40e6-b94e-ddc1f12b051e,,,,0,https://play-lh.googleusercontent.com/a/ACg8ocJz6pPbeWrvTDPnTs2I8OJqfefgyhrlc9Hw9cw63CzfvPhIVw=mo,CBE,Google Play
Agumas Adugnaw,3,2025-04-15,"In the updated version of the app, it takes more time to download the receipt.",ab453d8e-ab8c-4e04-9391-617dda3e4074,5.1.0,,,1,https://play-lh.googleusercontent.com/a-/ALV-UjXCj6zRYlQvLGxNhoS1uBL3L2zc-sw8wDQMBPMqmdWbSbqyyL18,CBE,Google Play
Awel Murid,3,2025-04-14,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,901c9804-9dcb-44d0-a314-ee76f296bc94,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocL0uR_Y4oym983QgiGrPyIbL-LcUHJO2gO1c3UZ_RvEQuj4FQ=mo,CBE,Google Play
Addisu Kassa,5,2025-04-14,Good 🔥,9bedd800-95ba-44ad-911f-5b65ca41de00,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWS7KFynIzZ-3Ts43_u-8lYPtDU717cqFjrrpuBvSY_vwY9UOLa,CBE,Google Play
fitsume tesfaye,5,2025-04-14,very interesting app i am using every day fantastic,ae57ff29-717d-4873-a3b5-6269e209751d,5.1.0,,,1,https://play-lh.googleusercontent.com/a/ACg8ocK4GFkDnPZisKVBMwZJkvYhtUwnft2fT2Hlw9KmXYcKwrlUgw=mo,CBE,Google Play
Abdulaziiz Ibroosh,5,2025-04-14,lebaa bank,4fd60e34-10ec-4af8-95b4-c0dbb443b768,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocLDivZwwh5chKMCCofcNWquQMCRDoAeueKcJcipxq9hpSqbeg=mo,CBE,Google Play
Addis Tadesse,1,2025-04-13,Can't scan/recognize other banks' Interoperable QR Codes,1d6fba2c-a4fc-4568-9883-b15faf80a6d3,5.1.0,,,2,https://play-lh.googleusercontent.com/a-/ALV-UjXwkeGCmjLhu-LBUzh6rzANzbQwgRFxEdDUljik1ZR7eZMl-BcV,CBE,Google Play
Sudu Nademo,5,2025-04-13,OK,44491e04-c07c-4f5d-8365-97bf5e8f0a6f,,,,0,https://play-lh.googleusercontent.com/a/ACg8ocLjziha4mvwbmS31ikE3-EdKPY8VVFId-cGIUeN7W6MqB5W-A=mo,CBE,Google Play
Kader British,5,2025-04-13,grateful app,50ec5140-ff83-473d-8b46-a8de1583caf4,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocLzS4tfzAjboRP_YRLJDGyRbaLhEVtVSKq_vDxwV4FlPNRjKA=mo,CBE,Google Play
Diriba Dinkisa,5,2025-04-13,100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,f7d00c96-d491-4fe8-8378-28a5bd41e3b2,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWqaq_m_1SgGfSnj8B4wFWLCcUBSw2rrIECmQp2MAbqXiJWs3A,CBE,Google Play
Metages,3,2025-04-13,everthing wellbeok,83b51bfb-f6d6-4132-89a1-9ab2180955bc,5.1.0,,,1,https://play-lh.googleusercontent.com/a/ACg8ocJI_aDJLFRIR4R7p23nbACVPsz1fJDc15mog0jcukNejTBKpQ=mo,CBE,Google Play
Dawud Mohammed,4,2025-04-13,"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",2127ac2c-ea02-41f4-82aa-c19dd51a87ee,,,,1,https://play-lh.googleusercontent.com/a-/ALV-UjWErYCPsv3s1eobgZaTlH-nKY_iR8qgZkYK4hPyw9Gl65HBOuQ,CBE,Google Play
Nigisti Gkirstos,5,2025-04-12,nice app 👌,72a8ec73-9fe6-4ef8-8f4c-8f07987eb708,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocJQFZQG4oi1QVuzeJXElReLbSt6IRt5KKXmEDg2dFafYhhA8w=mo,CBE,Google Play
K Sani,5,2025-04-12,why did this app is not screenshot,13fe10ac-c719-49da-a87a-e2b7dbb6bbed,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWMtfbS_IJR_d1IwUoU2CyDC-JKEoxnzHJK4SNGq_c6ZgSxmKM,CBE,Google Play
ጥልፍ Design,5,2025-04-12,it so good app,e9bdadab-f8c4-4c3d-aa8c-e634155fb890,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocKcwmQes_idQbCXwXdhFAdCVsU03QFe2TmvXxSEG_H2l8gu0A=mo,CBE,Google Play
gashaw asmamaw,3,2025-04-12,the best app,aef9a457-a8d2-4ec7-9157-163aba9347f4,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWT2298rhknuNvKbBoAG7ormGauK7CW9Jvhkt69kL179zeAbIEa,CBE,Google Play
محمد ابن الشيخ عبدالله,5,2025-04-11,جميل,507a11c1-1d09-480d-a308-da5cb35a6400,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocISqyKyjy94ntw898OrueH2aXA3dZxAh2sD8vVsvf_b6u5new=mo,CBE,Google Play
Etete Abush,1,2025-04-11,"less network, specially to make fee for utility purpose",2cf0a2a1-a1bb-4356-ae1e-c874e69629be,,,,0,https://play-lh.googleusercontent.com/a/ACg8ocJqlEb0hwwr9oWGz-2eH4sWymzEWrrhPDSO1RxrUDkR8MKZrw=mo,CBE,Google Play
Lemi Duguma Fufa,5,2025-04-11,nice,47cda079-4e58-48bd-be1c-83aaa60260c2,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjUMmqvEkg-S-HF6tddly3p2mvCRjksZLo_Rt5qD8wrqpjcLTNG6,CBE,Google Play
Mesebo Press,4,2025-04-11,simply for used,84e606a3-9b0d-40b9-a29d-fd18bc563992,,,,0,https://play-lh.googleusercontent.com/a/ACg8ocKS9a0IMk8Vomw8T0amCHl6UKCTEyIFWoc_PGrtdzBq-tu68w=mo,CBE,Google Play
Yahyaa Husein,5,2025-04-10,wow keep up,45da0198-d068-4670-9878-d18380ac1722,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjVN9JEFeHHs8UP5CPH6V1dTw1XlI43rER6SlwCtnt6jGwPHtgod,CBE,Google Play
ahmed omer,3,2025-04-10,its great app but when updating we can't take screen shot please try to fix it,b3117b0e-bdc6-40f4-874e-f61fc5dd50f5,5.1.0,,,1,https://play-lh.googleusercontent.com/a/ACg8ocLcJzhNt1DdIDEePnpZGy0ADPs6dJI-eFxGcNsAW44asQ3IQA=mo,CBE,Google Play
Jules Nzayisenga,5,2025-04-10,good one,a41e8895-834e-439f-a175-8536697bcc81,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocIZ0Xq6jCq_wyV07DD25BG-VFzXPQHCdtuglwQxnMJnqIz2ZQ=mo,CBE,Google Play
Fittu Welu,5,2025-04-10,best app.,dc8c63b2-bebc-44f1-b96a-6737ea35a5bf,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocICH8TULPxhxaXIz5aAFoksWJ5tIOaF4sfstpIyKFGWFGZ-wQ=mo,CBE,Google Play
Binyam Mulgeta,5,2025-04-10,everything is easy thank you cebe,a5c338ae-275b-44ab-ba2b-e1e556878e0b,,,,0,https://play-lh.googleusercontent.com/a/ACg8ocJi2pYhxwZrPFN5rl9s-p68Mgpm-3FKw6Pg0RmdXDil4kH0mQ=mo,CBE,Google Play
Esubalew Girma Moges,5,2025-04-10,ፈጣን ቀልጣፋ,15049550-e5ec-4302-9aea-8b69b38e5cb3,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjU7FKEVLaEGNNJzpW2HYHIHnAH7CXa19egkwatPsmAtTA1LNpIY,CBE,Google Play
Eja Leta,5,2025-04-10,good,581c0fca-02f6-40f3-9aee-837bac813ca0,,,,0,https://play-lh.googleusercontent.com/a/ACg8ocIIcxQxEB1ooIn0f3rUJl9L1653797579Gpzacgx-DfU_MoWQ=mo,CBE,Google Play
ABDULHAKIM ABRAHIM,5,2025-04-10,ok,51233875-d49d-4197-862b-43839eeb317c,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocJPVgDiHZb6bnr--JLWKCLFqdbbMX4xrbnFU0-w-jb5zhiHMQ=mo,CBE,Google Play
misganaw tesfaye,5,2025-04-09,ጎበዝ,a62438c8-88f5-453f-ba85-993ebb1bbe2f,5.0.9,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWB0fPn0Gf7-cV8_1wuLrDcBwEO1Du3Neck5cJccIqUBroR6hqZ,CBE,Google Play
Hirbo Hiddo,5,2025-04-09,good app,12704cf8-f7f1-44d6-98b6-1d044d7b74f8,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocIMq1d7S92v0A_Isff2nfQOl7KjUEDdTcD9o4WTjniAFNpHbAw=mo,CBE,Google Play
Murad Mohammed,5,2025-04-09,but this app says can't sync,e6a4541d-d9d5-464f-9f46-127ea2284787,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocLNz6qmPUkocsphxhYt0ToZ-0-iLEvurGAhfJvkn4KJ-9e6tQ=mo,CBE,Google Play
Yenus Adem,5,2025-04-09,waw,93bee917-cb26-45a9-a892-18b063e5cd24,,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWnJcjXMAZJK72TAGMJBLZCyD736iL2UNUfa0HOui-ysZ8Fp_It,CBE,Google Play
Biruktawity yitayew,3,2025-04-09,to slow,c8d7a16f-4374-4281-976d-91fc5c7799cb,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocKHF3EMJujS7t4EIDlM0hfI2TO7aWzXTORWkpM7AKnQmmY93w=mo,CBE,Google Play
Johny Gech,4,2025-04-08,work on screen shot system,ceae0bd1-8990-45f6-82ef-c0833ca786d7,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjVfnmX30-7Ix_lyC-ugsSJWvsaXiHkZ0lNI9edKknwXGPnQGrgk,CBE,Google Play
Bedru Kemal,1,2025-04-08,very very nice aplication,39ddf219-7297-4858-8b7a-4016e3bde7f0,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocJqK4rU5Kj8Xig1f1uOVm9G3EQgkK6ennVidRxROZD33Co8Qko=mo,CBE,Google Play
Binyam Yohannes,5,2025-04-08,Good,a4986d04-5bdf-4e9e-acb3-3840df044625,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocIR6ChPRmxtA_aliStqROyFtSeyeol049LaykGjOk0JTFGYGA=mo,CBE,Google Play
abdulmejid akmel,5,2025-04-08,wonder full and it is easy to use,d5af7182-07fc-4a84-b818-c7aecf287b92,5.1.0,,,1,https://play-lh.googleusercontent.com/a/ACg8ocIR5JYMhLpfqdti5viK777gZSvgebYl0Pbagv601BXK5vxomg=mo,CBE,Google Play
abebaw alamirew,2,2025-04-08,easy and reliable,325bdd8a-e83c-4522-986c-c30c73e3d90a,5.1.0,,,1,https://play-lh.googleusercontent.com/a/ACg8ocIs8Vi8CRfI48PoSirqCVkv4-0a-M7acIzIutDIephneG8cpyU=mo,CBE,Google Play
Adisu Debebe,5,2025-04-08,good,9307f199-befd-4b48-99f4-47168dca46af,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocLE-cfl3EUE1uD_m6aghL1PwEpxgobT7rjAawGXGdbOco1QBw=mo,CBE,Google Play
Shoisa Tadele,5,2025-04-07,it is Very Useful app 👍,7a1963a3-f0e5-4a5d-adae-cd179627881e,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjXotO2pwvQftv5fNf45iYhl2UCeu1IgCq9LFI7ckqPfETRuqRj8,CBE,Google Play
Bereket Gebrekidan,5,2025-04-07,very good,06c17946-95a9-40a3-ad65-df11fa632409,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocL3ihYuqK1gUaJi7YbuMTV_66O9Whea_BKaLyENsvGCt1Xp7A=mo,CBE,Google Play
Amdihun Adem,5,2025-04-07,perfect app,18ef249b-6401-4c60-ab85-fb1a1030b742,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocLasEe67PswN5vmwCMR0zqywGaT2Bu74Ng9B--979G1NHK4zQ=mo,CBE,Google Play
Wubie Demessie,5,2025-04-07,I like it.,cd39c8c2-5c5c-4cae-871a-e75ef2dea336,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjWwkLxUzwE6SReVl6C_tkuaPS0Dx0kGZk8ZYrvUJFAYEaajJuTN,CBE,Google Play
Junedi Jo,3,2025-04-07,bugs,a0144c94-8e15-4410-aa63-2dc9c9ab7022,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocKFBX6mq8wEj02UJYbcREVQrOePIl9C5gPYdSsScUKvPGhw=mo,CBE,Google Play
murad shumbasha,5,2025-04-06,commerial Bank,8d4eb395-51a3-41a1-bc4a-6d6e00f1b265,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocJgPOdjakHFFwpOYL6ZtzWP5X8poFXA_dSsZ0GjUshHbA-VQkc=mo,CBE,Google Play
Ganii Ek,2,2025-04-06,Genat biru,e4b23441-67a3-4bad-a9ed-57fe8e7a6f24,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjXvDu46FqECaFdK3Qbit3GHQQLlLC7_Bd01ucDhLZgvWHX4MQl8,CBE,Google Play
Yadeta Emiru,5,2025-04-06,🙏,5565a7bc-4ddf-4e48-a7cc-1bb52dca93ad,,,,0,https://play-lh.googleusercontent.com/a/ACg8ocLTzRZx9IsaoGwTTp4xRFj9LfHzmIZVPcZFju6-OxCZMpmZ7g=mo,CBE,Google Play
azeb berhe,4,2025-04-06,it is good but it doesn't allow screen shot,9ddd6d35-e396-47c6-865a-461a18e52230,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocJn9PtyDTHyyMfSsXPyHEaSv9QzVrnxhsdiSiNf88w0QiOcGg=mo,CBE,Google Play
Gesese Geze,5,2025-04-06,the best one,64ca201d-446a-478e-8fd8-5edb48d7df99,,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjU3UKE9js6-5Z_0LurrTJ8VWvgV71UYqumPfmJOMz_-wtD8fZ0,CBE,Google Play
Aynet Mail,2,2025-04-06,You need to copy many things from other bank apps like Amole(Dashen),46fc17b3-ab19-461c-8636-ad995b4485bf,5.1.0,,,4,https://play-lh.googleusercontent.com/a/ACg8ocJ598_GaKXX48jujSVIpmCRIJS8ADlZTC71mEQkEREJmrwtpg=mo,CBE,Google Play
Euyel Tola,1,2025-04-05,bring back the screenshot feature.,65a31e10-ca83-46cb-a3de-7b8884218999,5.1.0,,,1,https://play-lh.googleusercontent.com/a/ACg8ocK15c-99ZrHlzbHojpebWrG_ERufxGKeJpTm3bZwnvHXw2kBw=mo,CBE,Google Play
Ethio youtube,3,2025-04-05,Good!👍,28655633-990c-4332-945f-c684464573db,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjUUMAHYVZBPqG8Bs3INi31h1A33bciNLjCvXqkeLGbTSwQR_Q,CBE,Google Play
meharu Petros,1,2025-04-05,best app to experience him that to smooth transaction among the customers,229077d8-3e5b-478f-9980-0c17db814741,,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjW8si04T0X6EfMjwr1cq3OMrMpUtfjYCxHDgXpJJw_LHa0bs-s,CBE,Google Play
Tsion Pdn,5,2025-04-05,good,fbcab012-e223-4ac1-99cf-b4ef680cd058,,,,0,https://play-lh.googleusercontent.com/a/ACg8ocIcH09gv5YzmTEul8OAf36FYjdKttxoHNiV5qWbbY7frQGcsQ=mo,CBE,Google Play
ዳሎቻ ቲዩብ Daloch tube,4,2025-04-05,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,fff7e46e-23f5-4824-ad13-75ce3242da2a,5.1.0,,,3,https://play-lh.googleusercontent.com/a-/ALV-UjXlI8BlU5gQxWUYrE--aSEhaXKVG8AwlMCJeiQVy_tyjJ3AMiJk,CBE,Google Play
Melisew Alemnew,5,2025-04-05,easy to use,f7ad3437-2b37-4c45-a9c6-191b08271d2e,,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjV7OQ-BucMLNuYNUUvHJ96ZFc8C9Tnn2M6O7qC1aEWOhFm8k_FK,CBE,Google Play
Ameha Admasu,5,2025-04-04,"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",c0caedf3-4a0b-4c32-94f8-d6a3bb6d3f17,5.1.0,,,568,https://play-lh.googleusercontent.com/a-/ALV-UjVGIQ_eoF0heiw0CpSFYIBLl8Zv_E0oApXxkuU9LLsz0W5A4qh9,CBE,Google Play
Simon Minda,5,2025-04-04,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,7bc85bf3-f4c1-416c-95bb-cf88068a6b72,5.1.0,,,1,https://play-lh.googleusercontent.com/a/ACg8ocK0cpX6BviJkh16JhZwvPUYPkcnQtF-MRNmHkDI_hf3OrqMRg=mo,CBE,Google Play
Brooh,3,2025-04-04,before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,06e420aa-153d-45ed-b2e5-d779c12141aa,5.1.0,,,8,https://play-lh.googleusercontent.com/a-/ALV-UjWW_NU7kptslzoyb99N0L6O-T-8q4X1GjPX14wr1IEFKuyk7dXo,CBE,Google Play
Feben Zewdu,4,2025-04-04,cool ❤,680a2685-d5f5-464b-b7c4-17113c59a24a,5.1.0,,,0,https://play-lh.googleusercontent.com/a-/ALV-UjVrlOndbPnw76o3XtA1Cxy8FgKV9xjJh19dzlbxY069HMvTkBm3,CBE,Google Play
Kadiir Alamuu,5,2025-04-04,Best app,a25928af-597f-4962-98d3-a9bbff522dcb,,,,1,https://play-lh.googleusercontent.com/a-/ALV-UjVUlJ2NY7Wvo0V1UqcOA8meDhw2dAETQzSe04WYm6WXl6is1v8,CBE,Google Play
HOPE JHON,5,2025-04-03,great app,80230035-49aa-4bd9-803b-873b3c17c8ae,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocIDpQOcgYKeVcTSl-akF7zy9atmutq0KVa1uTudCSSY_B6mfTk=mo,CBE,Google Play
Am Ar,4,2025-04-03,best banking App,76e52fea-7473-4299-b016-2b4a1aa05906,5.1.0,,,0,https://play-lh.googleusercontent.com/a/ACg8ocI8szVdifdF0EJxxi4TK7gu_zpb8-dsao-0qo4yzyu17z1VTw=mo,CBE,Google Play
